,Price,Case material,Bracelet material,Shape,Crystal,Clasp
5921,1606275.0,steel,Leather,Circular,Sapphire crystal,Buckle
5922,8854931.25,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
5924,33861093.75,steel,Leather,Circular,Sapphire crystal,Buckle
5925,13278993.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
5926,4063331.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
5927,127617187.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
5928,112303125.0,gold,Leather,Circular,Sapphire crystal,Fold clasp
5929,323085881.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
5930,2620406.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
5931,5574318.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
5934,1545018.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
5935,18084206.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
5937,76910625.0,steel,Leather,Circular,Sapphire crystal,"Fold clasp, hidden"
5941,2375381.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
5942,63127968.75,Ceramic,Rubber,Circular,Sapphire crystal,Fold clasp
5943,20405137.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
5944,5982693.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
5945,339972187.5,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
5946,21773193.75,steel,Steel,Circular,Plexiglass,Fold clasp
5947,1548421875.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
5948,28048556.25,gold,Animal skin,Circular,Plexiglass,Buckle
5950,1218318.75,steel,Steel,Circular,Plexiglass,Double-fold clasp
5951,22106700.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
5952,13605693.75,steel,Rubber,Circular,Sapphire crystal,Buckle
5954,347118750.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
5955,25149093.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
5956,15314062.5,steel,Leather,Circular,Plastic,Buckle
5957,6275362.5,gold,Leather,Rectangular,Plexiglass,Double-fold clasp
5958,592143.75,steel,Steel,Rectangular,Sapphire crystal,"Fold clasp, hidden"
5961,17008818.75,Silver,Leather,Circular,Sapphire crystal,Buckle
5962,12543918.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
5963,5785312.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
5965,8997862.5,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
5966,1225125.0,steel,Silicon,Circular,Sapphire crystal,Buckle
5967,8044987.5,steel,Textile,Circular,Plexiglass,Buckle
5968,2620406.25,steel,Steel,Circular,Mineral Glass,Fold clasp
5971,2205225.0,steel,Leather,Rectangular,Mineral Glass,Buckle
5972,98683818.75,gold,Rubber,Circular,Sapphire crystal,Fold clasp
5973,23141250.0,steel,Textile,Circular,Sapphire crystal,Buckle
5975,3634537.5,Other Metal,Animal skin,Circular,Sapphire crystal,Buckle
5976,13285800.0,steel,Leather,Circular,Plexiglass,Buckle
5977,1436118.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
5979,3709406.25,steel,Rubber,Circular,Sapphire crystal,Buckle
5980,8814093.75,steel,Textile,Rectangular,Sapphire crystal,Buckle
5984,4669087.5,steel,Leather,Circular,Sapphire crystal,Jewelry clasp
5985,2416218.75,steel,Leather,Circular,Sapphire crystal,Buckle
5986,114685312.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
5987,23617687.5,gold,Leather,Circular,Sapphire crystal,Buckle
5988,1204706.25,steel,Leather,Circular,Mineral Glass,Buckle
5990,1020086718.75,gold,Rubber,Circular,Sapphire crystal,Fold clasp
5991,11066962.5,steel,Leather,Circular,Sapphire crystal,Buckle
5993,13952812.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
5996,1497375.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6000,23787843.75,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6001,37400343.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6003,6996825.0,steel,Textile,Circular,Sapphire crystal,Buckle
6004,24352762.5,steel,Leather,Circular,Sapphire crystal,Buckle
6006,292328437.5,gold,gold,Circular,Sapphire crystal,Fold clasp
6007,6268556.25,steel,Leather,Rectangular,Sapphire crystal,"Fold clasp, hidden"
6008,7554937.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6010,7827187.5,Titanium,Titanium,Rectangular,Sapphire crystal,Double-fold clasp
6012,2293706.25,steel,Leather,Rectangular,Mineral Glass,Buckle
6014,2041875.0,steel,Leather,Circular,Sapphire crystal,Buckle
6016,1408893.75,steel,Silicon,Circular,Mineral Glass,Buckle
6018,7003631.25,steel,Steel,Rectangular,Mineral Glass,"Fold clasp, hidden"
6019,3634537.5,steel,Leather,Circular,Sapphire crystal,Buckle
6020,15627150.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6021,5438193.75,steel,Steel,Circular,Mineral Glass,Buckle
6022,59554687.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6024,162669375.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6025,1871718.75,steel,Animal skin,Circular,Mineral Glass,Buckle
6028,77890725.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6029,5955468.75,gold,Animal skin,Rectangular,Plexiglass,Buckle
6030,1000518.75,steel,Silicon,Circular,Mineral Glass,Buckle
6031,1068581.25,steel,gold,Rectangular,Glass,"Fold clasp, hidden"
6032,19731318.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6033,29450643.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6034,34575750.0,steel,Leather,Circular,Sapphire crystal,Buckle
6035,11107800.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6036,7963312.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6037,7228237.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6038,8133468.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6039,9630843.75,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
6040,13455956.25,steel,Silicon,Circular,Sapphire crystal,Fold clasp
6041,23447531.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6042,5519868.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
6043,4417256.25,steel,Leather,Rectangular,Plexiglass,Buckle
6044,5642381.25,steel,Steel,Circular,Plexiglass,Fold clasp
6045,5458612.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6046,35385693.75,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
6047,112296318.75,gold,Leather,Circular,Sapphire crystal,Buckle
6049,1592662.5,steel,Animal skin,Circular,Mineral Glass,Buckle
6050,182176087.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6053,7003631.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6054,17614575.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6055,6847087.5,steel,Leather,Circular,Sapphire crystal,Buckle
6056,5084268.75,steel,Leather,Rectangular,Mineral Glass,Buckle
6057,3301031.25,steel,Leather,Circular,Sapphire crystal,Buckle
6058,6595256.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6059,24257475.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6060,31301943.75,gold,Animal skin,Circular,Plexiglass,Buckle
6061,6772218.75,gold,Leather,Rectangular,Plexiglass,Buckle
6062,4022493.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6063,10393143.75,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6064,64877175.0,steel,Textile,Circular,Sapphire crystal,Double-fold clasp
6065,100392187.5,gold,Rubber,Circular,Sapphire crystal,Buckle
6066,1565437.5,steel,Textile,Circular,Mineral Glass,Buckle
6067,1565437.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6068,2273287.5,steel,Animal skin,Circular,Mineral Glass,Buckle
6070,5832956.25,steel,Leather,Circular,Sapphire crystal,Buckle
6071,66347325.0,gold,Animal skin,Rectangular,Sapphire crystal,Fold clasp
6073,19908281.25,steel,Animal skin,Rectangular,Plexiglass,Buckle
6074,12462243.75,steel,Leather,Circular,Sapphire crystal,Buckle
6075,16219293.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
6076,1613081.25,steel,Leather,Circular,Mineral Glass,Buckle
6077,9399431.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6078,81668193.75,gold,Leather,Circular,Sapphire crystal,Fold clasp
6081,442406.25,steel,Leather,Circular,Plexiglass,Buckle
6082,96805293.75,Titanium,Leather,Circular,Sapphire crystal,Buckle
6083,287223750.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6084,12605175.0,steel,Leather,Circular,Sapphire crystal,Buckle
6085,20418750.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6086,1837687.5,steel,Textile,Circular,Sapphire crystal,Buckle
6088,22113506.25,steel,Animal skin,Rectangular,Sapphire crystal,Double-fold clasp
6090,28926562.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6091,2055487.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6092,952875.0,Titanium,Leather,Circular,Mineral Glass,Buckle
6093,737266612.5,Other Metal,Animal skin,Circular,Sapphire crystal,Buckle
6094,1783237.5,steel,Animal skin,Circular,Mineral Glass,Buckle
6095,1150256250.0,gold,gold,Circular,Sapphire crystal,Fold clasp
6096,4056525.0,steel,Leather,Circular,Sapphire crystal,Buckle
6097,2035068.75,Plastic,Silicon,Circular,Mineral Glass,Buckle
6098,898425.0,steel,Leather,Rectangular,Mineral Glass,Buckle
6099,2545537.5,steel,Leather,Rectangular,Mineral Glass,Buckle
6100,4417256.25,steel,gold,Rectangular,Mineral Glass,Jewelry clasp
6101,26544375.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6102,9215662.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6103,24189412.5,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6104,591463125.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
6105,12305700.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6106,128978437.5,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
6107,16219293.75,steel,Steel,Rectangular,Plexiglass,Fold clasp
6108,5104687.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6109,19316137.5,steel,Textile,Circular,Sapphire crystal,Buckle
6110,1177481.25,steel,Steel,Rectangular,Mineral Glass,"Fold clasp, hidden"
6111,29607187.5,Ceramic,Ceramic,Rectangular,Sapphire crystal,Fold clasp
6114,3280612.5,steel,Animal skin,Circular,Mineral Glass,Buckle
6115,13993650.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6116,20480006.25,steel,Textile,Circular,Sapphire crystal,Buckle
6118,7779543.75,steel,Leather,Circular,Sapphire crystal,Buckle
6119,73691268.75,steel,Leather,Circular,Plexiglass,Buckle
6120,4165425.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6121,1735593.75,steel,Steel,Circular,Mineral Glass,Fold clasp
6122,27218193.75,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
6125,25802493.75,Ceramic,Silicon,Circular,Sapphire crystal,Fold clasp
6126,122172187.5,Titanium,Animal skin,Circular,Sapphire crystal,Double-fold clasp
6127,142590937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
6128,2055487.5,steel,Steel,Circular,Mineral Glass,Fold clasp
6129,142931250.0,gold,gold,Rectangular,Sapphire crystal,Fold clasp
6131,2423025.0,steel,Animal skin,Circular,Mineral Glass,Buckle
6132,3273806.25,steel,Leather,Circular,Sapphire crystal,Buckle
6134,36413437.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6135,1361250.0,steel,Animal skin,Rectangular,Mineral Glass,Buckle
6136,9583200.0,Titanium,Titanium,Circular,Sapphire crystal,"Fold clasp, hidden"
6137,9882675.0,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
6138,16042331.25,steel,Leather,Circular,Sapphire crystal,Buckle
6139,160464150.0,Silver,Leather,Rectangular,Sapphire crystal,Buckle
6140,23821875.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6142,496515937.5,steel,Rubber,Circular,Sapphire crystal,Buckle
6143,10985287.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6144,12925068.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6145,156543750.0,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
6146,66020625.0,steel,Animal skin,Circular,Sapphire crystal,"Fold clasp, hidden"
6147,10325081.25,steel,Rubber,Circular,Sapphire crystal,Buckle
6148,353925.0,steel,Animal skin,Circular,Mineral Glass,Buckle
6150,6391068.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
6151,6561225.0,Bronze,Rubber,Circular,Sapphire crystal,Buckle
6152,2327737.5,steel,Leather,Rectangular,Plexiglass,Buckle
6153,6343425.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6154,30968437.5,steel,Textile,Circular,Sapphire crystal,Buckle
6155,7201012.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6156,10202568.75,Titanium,Titanium,Circular,Sapphire crystal,Double-fold clasp
6157,153719156.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6158,1796850.0,steel,Leather,Rectangular,Mineral Glass,Buckle
6159,5084268.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6160,5342906.25,gold,Animal skin,Rectangular,Plexiglass,Buckle
6161,1177481.25,Plastic,Textile,Circular,Mineral Glass,Buckle
6162,7337137.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6163,8480587.5,gold,Leather,Circular,Plexiglass,Buckle
6164,39836981.25,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
6165,29110331.25,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6166,10719843.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6167,17070075.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6168,21255918.75,steel,Steel,Circular,Mineral Glass,"Fold clasp, hidden"
6169,735075.0,steel,Rubber,Rectangular,Plexiglass,Buckle
6171,57172500.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6172,10386337.5,steel,Leather,Circular,Sapphire crystal,Jewelry clasp
6173,8848125.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6174,25795687.5,steel,Rubber,Circular,Sapphire crystal,Buckle
6175,373629093.75,gold,gold,Circular,Sapphire crystal,Fold clasp
6176,10692618.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6177,22120312.5,gold,Leather,Circular,Plexiglass,Buckle
6178,21773193.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6179,3239775.0,steel,Leather,Rectangular,Mineral Glass,Buckle
6180,18431325.0,steel,Leather,Circular,Sapphire crystal,Buckle
6181,27272643.75,steel,Silicon,Rectangular,Sapphire crystal,Fold clasp
6183,36617625.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6184,4716731.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6185,9732937.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6187,53599218.75,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6188,21010893.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6189,12904650.0,steel,Leather,Circular,Sapphire crystal,Buckle
6191,40803468.75,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
6192,564918.75,steel,Steel,Circular,Mineral Glass,Fold clasp
6194,1470150.0,steel,Steel,Circular,Mineral Glass,"Fold clasp, hidden"
6196,1701562.5,steel,Leather,Circular,Mineral Glass,Buckle
6197,16954368.75,steel,Textile,Rectangular,Sapphire crystal,Fold clasp
6198,13830300.0,gold,Leather,Circular,Plexiglass,Buckle
6199,3062812.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6200,101004750.0,gold,Leather,Rectangular,Sapphire crystal,Buckle
6201,527477568.75,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6202,12904650.0,Titanium,Rubber,Rectangular,Sapphire crystal,Double-fold clasp
6203,156339562.5,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
6204,3076425.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6205,7112531.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6206,31982568.75,Bronze,Leather,Circular,Sapphire crystal,Buckle
6207,47636943.75,gold,Leather,Circular,Sapphire crystal,Buckle
6208,11352825.0,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6209,7364362.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6210,4784793.75,steel,Rubber,Circular,Sapphire crystal,Buckle
6211,986906.25,Plastic,Leather,Rectangular,Plexiglass,Buckle
6212,203847187.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
6213,1354443.75,steel,Steel,Circular,Mineral Glass,Fold clasp
6216,3539250.0,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6218,2354962.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6219,7963312.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6220,2055487.5,steel,Leather,Circular,Mineral Glass,Buckle
6221,3682181.25,steel,Textile,Circular,Sapphire crystal,Buckle
6222,28245937.5,steel,gold,Circular,Sapphire crystal,Fold clasp
6223,4682700.0,gold,Leather,Rectangular,Plexiglass,Buckle
6224,136056937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
6225,30621318.75,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6226,234815625.0,gold,Leather,Circular,Sapphire crystal,Buckle
6227,2987943.75,steel,Steel,Circular,Mineral Glass,Fold clasp
6229,13394700.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6230,3757050.0,steel,Leather,Circular,Glass,Buckle
6231,58241081.25,steel,Leather,Circular,Plexiglass,Buckle
6232,18431325.0,Ceramic,Rubber,Circular,Sapphire crystal,Buckle
6234,21439687.5,steel,Leather,Circular,Sapphire crystal,Buckle
6235,25863750.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6236,10576912.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6237,25850137.5,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
6238,5247618.75,Carbon,Textile,Circular,Sapphire crystal,Buckle
6239,1728787.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6240,3232968.75,steel,Silicon,Rectangular,Mineral Glass,Buckle
6241,1123031.25,steel,Leather,Rectangular,Mineral Glass,Buckle
6242,28007718.75,steel,Leather,Circular,Sapphire crystal,Buckle
6243,149397187.5,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
6244,11904131.25,steel,Leather,Circular,Sapphire crystal,Buckle
6245,22079475.0,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
6247,42539062.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
6249,64659375.0,steel,Leather,Circular,Sapphire crystal,Buckle
6250,217800000.0,gold,Leather,Rectangular,Sapphire crystal,Buckle
6251,4151812.5,steel,Leather,Circular,Sapphire crystal,"Fold clasp, hidden"
6252,5601543.75,steel,Leather,Circular,Sapphire crystal,Buckle
6253,1327218.75,steel,Steel,Rectangular,Plastic,Buckle
6255,2239256.25,Titanium,Titanium,Circular,Mineral Glass,Fold clasp
6256,99146643.75,Titanium,Textile,Rectangular,Sapphire crystal,Fold clasp
6257,1245543.75,steel,Leather,Circular,Mineral Glass,Buckle
6258,816409687.5,gold,Rubber,Circular,Sapphire crystal,Buckle
6260,10005187.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6261,36787781.25,Silver,Leather,Rectangular,Sapphire crystal,Buckle
6262,7983731.25,steel,Leather,Circular,Sapphire crystal,Buckle
6263,466820268.75,Platinum,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6264,6091593.75,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
6265,122172187.5,Platinum,Leather,Circular,Sapphire crystal,Buckle
6266,2130356.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
6267,10468012.5,steel,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6269,5887406.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6272,11563818.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
6273,8398912.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
6274,23222925.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6276,135784687.5,steel,Leather,Circular,Sapphire crystal,Buckle
6277,21276337.5,Titanium,Rubber,Circular,Sapphire crystal,Double-fold clasp
6278,125915625.0,gold,Steel,Rectangular,Sapphire crystal,Buckle
6279,14007262.5,steel,Leather,Circular,Sapphire crystal,Buckle
6280,2416218750.0,gold,Rubber,Rectangular,Sapphire crystal,Fold clasp
6281,10393143.75,steel,Rubber,Rectangular,Sapphire crystal,Fold clasp
6282,1259156.25,steel,Steel,Rectangular,Plexiglass,Fold clasp
6283,60915937.5,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
6284,3015168.75,steel,Leather,Rectangular,Plexiglass,Buckle
6286,884812.5,steel,Steel,Circular,Mineral Glass,Fold clasp
6287,17315100.0,steel,Leather,Circular,Sapphire crystal,Buckle
6288,7221431.25,steel,Rubber,Circular,Sapphire crystal,Buckle
6289,32942250.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6290,1613081.25,steel,Steel,Circular,Mineral Glass,Fold clasp
6291,53088750.0,steel,Leather,Circular,Sapphire crystal,Fold clasp
6292,20405137.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6293,1422506.25,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
6295,47643750.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6296,22045443.75,gold,Leather,Rectangular,Sapphire crystal,Double-fold clasp
6297,5860181.25,steel,Leather,Circular,Mineral Glass,Buckle
6298,9256500.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6299,30968437.5,Titanium,Textile,Circular,Sapphire crystal,Fold clasp
6300,4614637.5,steel,Animal skin,Rectangular,Plastic,Buckle
6301,11427693.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6303,19806187.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6304,2429831.25,steel,Leather,Circular,Plexiglass,Buckle
6306,237878437.5,Ceramic,Ceramic,Circular,Sapphire crystal,Buckle
6307,10311468.75,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
6308,13605693.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6309,13197318.75,Carbon,Textile,Rectangular,Sapphire crystal,Fold clasp
6310,6261750.0,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6311,12931875.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6312,15851756.25,Ceramic,Ceramic,Circular,Sapphire crystal,Double-fold clasp
6313,959681.25,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6315,57444750.0,gold,gold,Rectangular,Sapphire crystal,Fold clasp
6316,20418750.0,steel,Leather,Rectangular,Plexiglass,Double-fold clasp
6317,5526675.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6320,24216637.5,gold,Animal skin,Circular,Plexiglass,Buckle
6321,19166400.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6322,3607312.5,steel,Leather,Circular,Mineral Glass,Buckle
6324,9828225.0,steel,Steel,Circular,Sapphire crystal,Buckle
6325,5363325.0,steel,Leather,Circular,Sapphire crystal,Buckle
6327,4131393.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6329,14007262.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6331,77414287.5,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
6332,9188437.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
6333,10202568.75,gold,Steel,Circular,Plastic,Buckle
6335,197374443.75,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
6336,9440268.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6337,268846875.0,gold,Animal skin,Rectangular,Sapphire crystal,"Fold clasp, hidden"
6338,986906.25,steel,Textile,Rectangular,Mineral Glass,Buckle
6339,8473781.25,steel,Rubber,Rectangular,Sapphire crystal,Buckle
6340,4607831.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
6341,24182606.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
6342,17621381.25,steel,Leather,Circular,Sapphire crystal,Buckle
6343,36746943.75,gold,Leather,Rectangular,Sapphire crystal,Buckle
6344,61222218.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6345,48467306.25,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
6346,15885787.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6347,2198418.75,steel,Leather,Circular,Plexiglass,Buckle
6349,6261750.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6350,6561225.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6352,20377912.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
6353,31683093.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6354,7364362.5,steel,Leather,Circular,Plexiglass,Buckle
6355,58241081.25,gold,Leather,Rectangular,Sapphire crystal,Fold clasp
6357,6629287.5,gold,Leather,Circular,Plexiglass,Buckle
6358,14742337.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
6359,42198750.0,Titanium,Rubber,Rectangular,Sapphire crystal,Fold clasp
6360,8514618.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
6361,3961237.5,steel,Leather,Rectangular,Mineral Glass,Buckle
6362,20936025.0,Titanium,Leather,Circular,Mineral Glass,Buckle
6363,1068581.25,steel,Silicon,Circular,Mineral Glass,Buckle
6364,9208856.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6367,680625.0,steel,Steel,Circular,Mineral Glass,Fold clasp
6368,1293187.5,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
6369,22018218.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
6372,11053350.0,steel,Leather,Circular,Sapphire crystal,"Fold clasp, hidden"
6373,4151812.5,steel,Steel,Rectangular,Plexiglass,Fold clasp
6374,4641862.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
6375,5104687.5,steel,Leather,Circular,Plexiglass,Buckle
6377,646253437.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
6378,9447075.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6379,1102612.5,steel,Animal skin,Rectangular,Plexiglass,Fold clasp
6380,21310368.75,steel,Rubber,Circular,Mineral Glass,Buckle
6381,3239775.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
6382,93926250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
6383,18131850.0,steel,Leather,Rectangular,Sapphire crystal,Buckle
6384,16981593.75,Plastic,Rubber,Circular,Plexiglass,Buckle
6385,986906.25,steel,Leather,Rectangular,Plexiglass,Buckle
6386,7895250.0,steel,Rubber,Circular,Sapphire crystal,Buckle
6387,3702600.0,steel,Animal skin,Rectangular,Mineral Glass,Buckle
6389,28007718.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
6390,714656.25,steel,Animal skin,Circular,Mineral Glass,Buckle
6391,29491481.25,steel,Animal skin,Rectangular,Sapphire crystal,Fold clasp
6392,13415118.75,steel,Textile,Rectangular,Sapphire crystal,Buckle
6393,12829781.25,steel,Rubber,Rectangular,Sapphire crystal,Buckle
6394,36787781.25,steel,Leather,Circular,Sapphire crystal,Fold clasp
6395,2579568.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
6396,884812.5,steel,Leather,Rectangular,Glass,Buckle
6397,2368575.0,steel,Steel,Circular,Mineral Glass,Buckle
6398,21283143.75,steel,Leather,Circular,Sapphire crystal,Buckle
